Number_of_people,Average_Age,Total_Income,Occupation,Lifestyle,House_Size,Presence_of_garden,Number_of_bathrooms,Dishwasher_usage,Washing_machine_usage,Swimming_pool,Water_storage,Water_footprint
5,80,69522,Business,Minimalist,806,No,2,Never,Rarely,No,Tank,3634
6,65,98588,Salaried,Luxury,2261,No,4,Never,Daily,Yes,Tank,2850
1,68,182379,Retired,Luxury,1390,No,2,Weekly,Never,Yes,Direct Supply,12949
5,16,159454,Retired,Luxury,1267,Yes,4,Rarely,Never,Yes,Direct Supply,8895
6,14,43218,Student,Luxury,759,No,2,Never,Daily,Yes,Well,7921
6,18,105899,Retired,Average,660,No,1,Never,Daily,Yes,Direct Supply,7572
3,44,80494,Student,Average,1240,Yes,4,Never,Daily,Yes,Tank,6834
6,67,40372,Retired,Minimalist,1174,Yes,4,Weekly,Never,No,Tank,3353
4,75,122621,Student,Minimalist,2355,No,4,Weekly,Weekly,No,Well,4841
3,77,130436,Business,Luxury,1804,No,3,Never,Daily,No,Well,9852
6,46,94968,Retired,Minimalist,2292,No,2,Never,Rarely,Yes,Direct Supply,7904
5,68,160432,Salaried,Luxury,591,Yes,3,Never,Rarely,Yes,Well,7112
3,50,98116,Business,Minimalist,2538,No,1,Weekly,Weekly,Yes,Tank,12046
1,79,130956,Retired,Average,2870,No,4,Daily,Weekly,No,Tank,11891
2,25,192890,Student,Luxury,743,No,3,Never,Weekly,No,Direct Supply,8405
7,64,105179,Business,Minimalist,2746,No,1,Never,Never,No,Well,4564
7,10,146015,Business,Luxury,1860,No,1,Weekly,Weekly,Yes,Direct Supply,8295
7,8,94774,Student,Minimalist,2715,No,2,Weekly,Daily,No,Well,7645
5,63,142450,Student,Luxury,2610,Yes,1,Weekly,Rarely,No,Tank,9731
4,49,195096,Business,Minimalist,788,No,1,Rarely,Weekly,Yes,Direct Supply,12710
7,46,146962,Retired,Luxury,1075,No,1,Weekly,Never,Yes,Tank,12978
4,64,104026,Student,Average,581,No,3,Weekly,Weekly,Yes,Well,14687
7,14,196577,Student,Average,767,Yes,3,Daily,Daily,Yes,Tank,7714
7,31,163525,Business,Luxury,2536,Yes,1,Daily,Weekly,No,Direct Supply,2606
6,16,183760,Student,Average,870,Yes,4,Rarely,Rarely,Yes,Direct Supply,7346
7,17,196297,Student,Luxury,2991,No,2,Never,Rarely,No,Well,2491
4,1,96281,Business,Minimalist,2520,Yes,1,Weekly,Weekly,Yes,Direct Supply,9744
4,23,179232,Business,Average,942,No,3,Never,Weekly,Yes,Well,11100
7,70,124463,Student,Minimalist,2672,No,4,Never,Rarely,Yes,Direct Supply,14758
2,38,76710,Student,Luxury,2284,Yes,1,Never,Daily,Yes,Well,2177
7,7,187138,Business,Minimalist,1163,Yes,1,Never,Weekly,Yes,Tank,9852
6,26,106442,Student,Average,2187,No,4,Never,Daily,No,Direct Supply,13113
3,1,181591,Salaried,Average,1769,Yes,3,Daily,Daily,No,Well,8649
1,79,177495,Retired,Average,1085,No,2,Never,Rarely,No,Tank,11095
6,67,145773,Business,Average,2333,No,1,Never,Rarely,Yes,Tank,13969
5,1,195111,Retired,Minimalist,1123,Yes,2,Daily,Daily,Yes,Tank,7038
1,78,88688,Salaried,Average,792,Yes,4,Rarely,Weekly,No,Direct Supply,14151
4,61,131250,Student,Average,1577,No,1,Never,Weekly,Yes,Tank,14232
3,47,135480,Student,Minimalist,667,No,3,Daily,Daily,Yes,Tank,4739
4,55,113421,Student,Average,1418,Yes,4,Weekly,Rarely,No,Direct Supply,11014
3,62,162494,Business,Minimalist,2859,Yes,2,Rarely,Weekly,Yes,Well,12702
7,27,136731,Business,Luxury,1675,No,3,Daily,Daily,No,Tank,10782
2,40,175343,Retired,Luxury,1191,Yes,2,Rarely,Never,Yes,Well,5967
6,37,193217,Salaried,Minimalist,1409,Yes,4,Rarely,Rarely,No,Well,14059
5,3,167904,Retired,Luxury,794,No,4,Daily,Weekly,Yes,Direct Supply,7121
4,42,99343,Student,Average,1795,Yes,4,Weekly,Weekly,No,Tank,13519
3,14,142135,Retired,Minimalist,2899,No,2,Never,Daily,No,Tank,6611
7,15,158551,Retired,Minimalist,507,No,4,Weekly,Rarely,Yes,Tank,2337
6,71,138049,Student,Luxury,1378,No,4,Weekly,Daily,Yes,Tank,11276
3,21,98827,Retired,Minimalist,2001,No,3,Rarely,Daily,Yes,Tank,9322
2,52,41006,Business,Luxury,2855,Yes,2,Never,Daily,Yes,Tank,12128
5,27,63768,Business,Luxury,2390,No,1,Daily,Rarely,No,Well,10782
1,69,32525,Student,Luxury,892,No,2,Daily,Rarely,No,Direct Supply,3167
5,24,140969,Student,Luxury,2184,Yes,1,Never,Never,No,Well,3043
3,41,102826,Business,Luxury,2498,Yes,3,Daily,Weekly,Yes,Direct Supply,3208
7,68,44949,Student,Luxury,1744,Yes,4,Rarely,Weekly,No,Tank,6158
4,36,55668,Business,Luxury,2894,Yes,3,Weekly,Weekly,Yes,Tank,13447
6,4,147096,Salaried,Minimalist,2771,No,3,Weekly,Daily,No,Tank,10853
1,34,72220,Student,Luxury,722,Yes,2,Never,Weekly,Yes,Tank,12999
2,71,51209,Salaried,Minimalist,2228,No,4,Rarely,Never,Yes,Direct Supply,9106
2,52,64696,Business,Minimalist,2080,Yes,2,Daily,Never,No,Well,11350
2,23,66539,Business,Luxury,1500,Yes,1,Rarely,Weekly,Yes,Well,3049
5,31,36685,Retired,Luxury,1293,Yes,4,Never,Never,Yes,Direct Supply,9052
3,33,155739,Retired,Luxury,2260,No,3,Never,Daily,No,Direct Supply,4572
2,61,135146,Business,Average,1946,Yes,4,Weekly,Rarely,No,Direct Supply,7641
3,6,78713,Student,Luxury,1181,No,4,Rarely,Weekly,No,Tank,10375
6,23,36175,Student,Average,1021,No,4,Daily,Never,No,Well,14744
5,65,76770,Business,Average,1251,No,3,Weekly,Rarely,No,Direct Supply,8900
5,40,137075,Business,Luxury,1185,No,1,Rarely,Never,Yes,Direct Supply,9997
3,30,194560,Business,Average,2410,Yes,2,Weekly,Weekly,Yes,Well,12322
7,4,119232,Business,Minimalist,727,No,3,Never,Never,Yes,Well,9300
6,58,75309,Student,Minimalist,1481,No,2,Rarely,Weekly,Yes,Direct Supply,11526
2,18,155004,Retired,Average,1135,Yes,1,Weekly,Weekly,No,Tank,13256
6,80,60607,Retired,Average,1219,Yes,3,Daily,Daily,No,Tank,3771
6,3,70358,Business,Average,1590,No,1,Never,Weekly,No,Well,4511
6,12,24675,Business,Minimalist,2927,No,4,Rarely,Weekly,No,Well,4755
3,70,190669,Salaried,Luxury,2215,Yes,1,Never,Weekly,No,Direct Supply,11062
2,5,103570,Student,Minimalist,1546,No,1,Never,Daily,No,Well,13357
2,51,197760,Salaried,Average,2871,No,1,Daily,Daily,Yes,Direct Supply,2423
6,62,149790,Business,Luxury,1506,No,2,Daily,Daily,Yes,Direct Supply,14451
7,45,135733,Business,Average,545,No,4,Weekly,Rarely,No,Direct Supply,4074
3,42,41249,Retired,Average,809,Yes,2,Never,Weekly,No,Direct Supply,8405
3,60,40510,Salaried,Luxury,1413,Yes,1,Never,Daily,Yes,Well,2304
7,20,61632,Salaried,Luxury,1798,No,1,Never,Never,Yes,Tank,8882
4,53,93647,Salaried,Minimalist,2572,Yes,2,Daily,Never,Yes,Well,13037
1,19,198475,Salaried,Minimalist,820,No,2,Never,Weekly,No,Tank,7893
4,12,103864,Salaried,Luxury,1383,Yes,1,Daily,Never,No,Well,12495
1,52,33430,Student,Minimalist,975,Yes,4,Never,Daily,No,Direct Supply,14641
4,22,74643,Salaried,Average,2331,Yes,4,Daily,Rarely,No,Direct Supply,9031
5,12,113243,Business,Average,2711,Yes,2,Weekly,Weekly,Yes,Tank,3797
3,59,29432,Retired,Luxury,1060,No,2,Rarely,Never,No,Well,13657
6,8,27634,Retired,Minimalist,2248,No,3,Daily,Daily,Yes,Direct Supply,9628
2,35,184775,Salaried,Minimalist,581,Yes,1,Daily,Never,No,Tank,4627
2,31,68689,Business,Luxury,2794,No,4,Rarely,Never,No,Direct Supply,8347
3,32,167891,Retired,Luxury,1146,Yes,4,Never,Rarely,No,Well,3066
5,58,68251,Business,Luxury,2623,No,3,Never,Daily,Yes,Tank,11162
3,38,98349,Salaried,Luxury,2860,No,2,Rarely,Weekly,No,Direct Supply,13064
5,17,157479,Salaried,Average,897,Yes,3,Rarely,Daily,No,Well,12098
3,68,125282,Student,Luxury,799,Yes,4,Daily,Never,No,Direct Supply,7865
2,56,71054,Salaried,Luxury,627,No,2,Weekly,Weekly,Yes,Direct Supply,4583
5,27,24865,Student,Luxury,2067,Yes,3,Weekly,Rarely,No,Well,5663
1,72,148750,Salaried,Luxury,1520,Yes,2,Daily,Daily,Yes,Tank,13430
1,2,106952,Student,Minimalist,2972,No,3,Weekly,Weekly,Yes,Tank,8843
4,11,176874,Salaried,Average,2193,Yes,4,Rarely,Never,Yes,Tank,2956
3,70,127279,Retired,Average,1137,Yes,3,Rarely,Weekly,Yes,Well,3192
5,43,47950,Retired,Luxury,2483,No,4,Daily,Daily,No,Tank,5934
2,38,65457,Retired,Minimalist,1761,Yes,2,Rarely,Weekly,Yes,Tank,7898
7,43,138908,Retired,Minimalist,1057,Yes,4,Weekly,Rarely,Yes,Tank,12360
4,79,140005,Retired,Luxury,2324,No,4,Daily,Daily,Yes,Direct Supply,7827
5,14,130833,Student,Average,1364,No,1,Daily,Never,No,Direct Supply,6441
3,44,170238,Retired,Average,717,Yes,1,Weekly,Rarely,Yes,Tank,12426
1,20,122218,Student,Minimalist,1619,No,4,Rarely,Never,Yes,Tank,8752
2,51,38345,Student,Luxury,1874,No,4,Weekly,Rarely,No,Direct Supply,5118
4,6,31693,Student,Minimalist,2516,Yes,2,Never,Daily,Yes,Tank,4520
7,61,98080,Business,Average,1884,Yes,2,Rarely,Daily,No,Well,3357
1,64,194466,Retired,Luxury,654,No,3,Rarely,Rarely,Yes,Direct Supply,2967
6,15,140085,Salaried,Minimalist,2269,No,2,Never,Weekly,No,Direct Supply,4913
4,25,181817,Retired,Minimalist,1896,Yes,3,Rarely,Daily,No,Well,11087
7,34,28255,Business,Minimalist,2587,No,4,Never,Never,Yes,Tank,2875
2,25,175290,Business,Minimalist,1182,Yes,4,Rarely,Never,Yes,Well,5663
2,52,191230,Retired,Minimalist,2487,No,2,Rarely,Weekly,Yes,Well,11288
5,49,143596,Business,Average,2594,No,2,Never,Rarely,Yes,Direct Supply,4530
5,31,149169,Salaried,Average,1278,Yes,3,Weekly,Rarely,Yes,Tank,6571
6,72,199302,Business,Average,2885,No,4,Weekly,Weekly,Yes,Tank,11566
4,15,149933,Business,Minimalist,512,No,4,Daily,Never,No,Direct Supply,9859
2,78,70329,Student,Luxury,2209,Yes,1,Weekly,Daily,Yes,Tank,11016
1,68,89280,Salaried,Luxury,2788,No,3,Rarely,Daily,Yes,Tank,14433
3,58,33731,Retired,Average,1776,Yes,4,Never,Never,No,Direct Supply,14216
6,52,36820,Student,Minimalist,1648,No,2,Weekly,Rarely,Yes,Tank,3493
6,28,39820,Business,Average,2198,Yes,2,Weekly,Daily,Yes,Direct Supply,4689
7,63,56593,Retired,Average,2130,Yes,1,Rarely,Daily,Yes,Tank,3963
6,37,26658,Salaried,Minimalist,806,Yes,3,Weekly,Rarely,No,Tank,9949
5,30,180209,Salaried,Minimalist,1652,Yes,3,Daily,Weekly,Yes,Well,5209
4,43,199328,Business,Average,1192,No,4,Daily,Never,No,Direct Supply,4580
6,62,193792,Student,Minimalist,1248,Yes,4,Daily,Never,No,Direct Supply,10809
7,8,171338,Business,Average,1131,No,3,Weekly,Daily,No,Tank,3823
4,32,195404,Student,Average,2113,No,1,Weekly,Rarely,Yes,Direct Supply,8752
6,71,114619,Business,Minimalist,2583,No,2,Daily,Weekly,No,Tank,7756
4,77,31173,Salaried,Average,1719,No,3,Daily,Daily,No,Well,11067
2,28,142849,Salaried,Minimalist,2163,No,4,Weekly,Never,No,Tank,10660
2,54,123934,Business,Luxury,1238,No,2,Never,Never,No,Tank,9319
1,10,161717,Student,Average,2202,Yes,1,Weekly,Rarely,No,Tank,4580
1,51,105852,Student,Average,979,Yes,1,Daily,Never,Yes,Well,4053
3,62,98004,Business,Luxury,1760,No,2,Weekly,Daily,Yes,Well,8885
1,67,94992,Retired,Luxury,1691,No,3,Rarely,Never,Yes,Tank,6189
7,12,199148,Student,Average,2138,No,4,Daily,Rarely,No,Tank,4965
6,43,184340,Student,Luxury,2737,No,2,Rarely,Daily,Yes,Tank,4350
4,58,46850,Salaried,Luxury,2104,No,4,Weekly,Never,Yes,Well,7279
7,17,70572,Student,Luxury,2406,Yes,1,Rarely,Weekly,No,Well,13291
6,73,74890,Business,Average,722,No,1,Rarely,Rarely,No,Direct Supply,3137
7,7,181582,Student,Luxury,1421,No,2,Never,Rarely,Yes,Tank,7344
4,13,81499,Salaried,Average,2998,Yes,4,Rarely,Weekly,Yes,Tank,12761
2,72,79499,Salaried,Luxury,868,No,3,Daily,Never,No,Well,14869
4,18,130441,Retired,Minimalist,2196,No,3,Rarely,Rarely,No,Well,6215
3,31,43821,Salaried,Average,1295,Yes,2,Never,Never,Yes,Tank,13684
4,50,95901,Business,Minimalist,2163,Yes,2,Weekly,Weekly,No,Well,14540
3,64,71350,Salaried,Average,2453,Yes,1,Rarely,Weekly,Yes,Direct Supply,5858
3,25,166007,Student,Luxury,2708,Yes,3,Never,Rarely,No,Well,6897
2,9,197258,Student,Average,878,No,1,Never,Weekly,No,Well,6826
1,64,195341,Retired,Minimalist,1045,No,2,Daily,Rarely,Yes,Direct Supply,3833
2,75,113770,Student,Luxury,2594,No,4,Rarely,Daily,No,Well,4800
1,45,63329,Student,Luxury,2507,Yes,2,Never,Rarely,No,Direct Supply,5493
7,53,109620,Business,Average,929,Yes,2,Weekly,Weekly,Yes,Well,2002
1,23,22862,Salaried,Average,2247,Yes,1,Never,Daily,Yes,Tank,8893
1,67,54652,Retired,Luxury,1242,Yes,1,Never,Daily,No,Direct Supply,7200
3,4,122402,Salaried,Minimalist,1036,Yes,3,Never,Never,No,Direct Supply,14106
5,57,195934,Student,Minimalist,1564,No,4,Daily,Rarely,Yes,Direct Supply,6561
7,3,81143,Business,Average,1800,No,1,Daily,Weekly,No,Direct Supply,3226
2,77,49072,Business,Luxury,2106,No,2,Weekly,Weekly,No,Tank,10931
1,24,114325,Student,Luxury,2148,Yes,1,Never,Weekly,Yes,Direct Supply,6712
4,22,175392,Retired,Luxury,1527,No,1,Rarely,Daily,Yes,Well,2665
1,43,32227,Salaried,Luxury,892,No,1,Daily,Never,No,Tank,11873
2,52,73619,Salaried,Average,602,No,1,Rarely,Weekly,Yes,Tank,9202
5,37,95278,Salaried,Minimalist,2926,Yes,2,Daily,Never,Yes,Well,12525
4,16,26286,Student,Luxury,2548,No,2,Never,Daily,No,Tank,14246
3,34,127387,Retired,Average,1724,No,2,Weekly,Daily,Yes,Well,12022
6,29,34931,Salaried,Average,1202,Yes,2,Never,Rarely,Yes,Tank,11969
4,66,59536,Business,Minimalist,2753,Yes,1,Rarely,Never,Yes,Direct Supply,5255
6,17,190080,Retired,Minimalist,1826,Yes,4,Rarely,Daily,No,Tank,12160
7,7,121102,Salaried,Average,744,No,1,Never,Never,Yes,Well,11366
3,78,193285,Retired,Average,1861,Yes,4,Weekly,Never,Yes,Tank,2687
7,22,104139,Salaried,Average,2422,No,1,Never,Weekly,Yes,Direct Supply,6890
4,33,41622,Retired,Luxury,1932,No,3,Rarely,Weekly,Yes,Direct Supply,3503
6,64,184087,Salaried,Minimalist,925,Yes,2,Rarely,Rarely,Yes,Direct Supply,8117
3,79,27636,Business,Minimalist,730,Yes,1,Daily,Daily,No,Tank,14370
7,8,197688,Business,Average,1515,Yes,4,Weekly,Daily,No,Well,6923
4,46,80769,Business,Luxury,907,No,1,Never,Never,Yes,Direct Supply,10359
7,76,91676,Salaried,Luxury,638,No,3,Rarely,Rarely,No,Well,11632
6,29,33234,Business,Minimalist,545,Yes,3,Never,Weekly,No,Direct Supply,6966
1,28,97063,Business,Minimalist,548,Yes,1,Never,Rarely,Yes,Direct Supply,10892
3,58,199014,Salaried,Minimalist,2632,Yes,1,Weekly,Rarely,No,Tank,9490
6,28,87365,Student,Average,669,No,2,Rarely,Daily,No,Direct Supply,12963
6,8,58976,Retired,Minimalist,1087,Yes,1,Rarely,Rarely,Yes,Well,4013
1,25,128032,Retired,Minimalist,2323,No,3,Daily,Weekly,Yes,Tank,9522
4,57,166337,Salaried,Average,1192,Yes,1,Daily,Daily,No,Direct Supply,9670
6,50,171782,Retired,Luxury,2472,No,1,Rarely,Weekly,No,Direct Supply,12512
5,50,132967,Student,Minimalist,2462,Yes,4,Never,Rarely,No,Well,13637
5,54,96337,Business,Minimalist,2605,No,2,Weekly,Daily,Yes,Well,3246
3,24,50930,Salaried,Average,1323,Yes,2,Rarely,Weekly,No,Well,5442
7,26,39514,Retired,Minimalist,2686,No,2,Rarely,Weekly,No,Direct Supply,7775
4,35,188497,Business,Average,1002,No,2,Never,Never,No,Tank,13079
2,36,75853,Business,Luxury,967,No,3,Rarely,Rarely,No,Direct Supply,2941
1,37,122079,Salaried,Luxury,2954,No,2,Weekly,Never,Yes,Well,2808
6,67,142375,Retired,Minimalist,1332,Yes,2,Daily,Rarely,Yes,Tank,2540
1,42,140501,Retired,Minimalist,1561,Yes,2,Weekly,Rarely,No,Tank,2939
6,52,63992,Business,Luxury,1460,Yes,2,Weekly,Weekly,No,Tank,13784
4,28,100906,Student,Luxury,2493,No,3,Never,Daily,No,Well,8963
2,8,166306,Salaried,Luxury,1033,No,4,Never,Rarely,No,Direct Supply,3190
5,76,141765,Student,Average,2490,Yes,3,Daily,Never,No,Well,3380
5,65,179587,Retired,Minimalist,732,No,1,Daily,Weekly,No,Direct Supply,7321
2,75,67113,Student,Luxury,1153,No,2,Weekly,Daily,No,Well,9611
6,31,179580,Student,Luxury,1200,Yes,3,Daily,Rarely,No,Tank,14571
5,30,199454,Salaried,Minimalist,2670,Yes,3,Never,Daily,Yes,Direct Supply,5003
2,19,59222,Student,Average,807,Yes,4,Weekly,Rarely,Yes,Well,6641
1,5,64897,Student,Luxury,1204,No,4,Weekly,Daily,Yes,Well,3661
1,21,90439,Student,Average,673,Yes,3,Never,Daily,Yes,Direct Supply,8831
3,22,127762,Business,Average,610,Yes,2,Weekly,Rarely,No,Tank,2152
1,57,104240,Business,Minimalist,1562,No,4,Rarely,Never,No,Direct Supply,4340
1,27,130915,Retired,Luxury,810,Yes,3,Weekly,Weekly,No,Tank,7648
1,64,136180,Retired,Luxury,1813,Yes,3,Never,Daily,Yes,Tank,13217
2,38,79901,Salaried,Minimalist,1048,Yes,2,Weekly,Daily,Yes,Direct Supply,2966
2,68,97433,Salaried,Average,1223,No,3,Never,Rarely,Yes,Well,10897
3,63,70315,Salaried,Average,1579,No,4,Daily,Rarely,Yes,Direct Supply,7345
6,54,190466,Student,Luxury,2137,Yes,3,Rarely,Weekly,Yes,Well,3145
7,1,119304,Business,Minimalist,2631,Yes,3,Daily,Never,Yes,Tank,9369
3,17,112324,Business,Average,2186,No,1,Daily,Daily,No,Well,9230
5,2,175298,Student,Luxury,2300,No,1,Daily,Daily,No,Direct Supply,10422
5,58,107278,Salaried,Luxury,1191,No,3,Rarely,Daily,No,Direct Supply,8668
7,32,71981,Student,Average,2135,Yes,3,Never,Weekly,No,Direct Supply,11968
7,57,160456,Retired,Average,1096,No,3,Weekly,Daily,No,Tank,6341
2,20,128456,Salaried,Luxury,607,Yes,4,Daily,Rarely,No,Direct Supply,7565
4,10,199559,Student,Average,2964,Yes,2,Rarely,Weekly,Yes,Direct Supply,13140
4,29,50274,Business,Luxury,2802,No,3,Weekly,Weekly,Yes,Well,11018
1,79,144250,Retired,Average,1499,Yes,3,Weekly,Never,Yes,Tank,12650
3,8,38982,Salaried,Luxury,2836,Yes,4,Rarely,Weekly,No,Direct Supply,4290
2,3,119744,Business,Luxury,2535,Yes,3,Never,Weekly,No,Tank,2553
5,21,154636,Business,Luxury,2352,No,2,Never,Weekly,Yes,Well,5333
3,80,111558,Student,Minimalist,2072,Yes,2,Daily,Weekly,No,Tank,11047
5,63,139622,Business,Average,829,Yes,4,Daily,Daily,No,Direct Supply,9401
4,4,64671,Student,Minimalist,2830,No,4,Daily,Daily,No,Well,10819
6,20,106329,Student,Minimalist,1592,Yes,1,Rarely,Rarely,No,Tank,5338
1,36,168843,Business,Average,2650,No,1,Weekly,Weekly,Yes,Tank,13558
7,19,151389,Salaried,Luxury,2184,No,1,Weekly,Never,No,Direct Supply,6001
3,72,81750,Retired,Minimalist,2090,No,3,Never,Never,Yes,Tank,7534
6,43,180662,Student,Average,954,No,2,Never,Rarely,Yes,Well,3087
7,59,137990,Student,Luxury,721,No,2,Rarely,Weekly,Yes,Direct Supply,13865
6,79,40723,Business,Luxury,2129,No,1,Never,Weekly,No,Tank,8600
7,45,40003,Student,Minimalist,1616,Yes,2,Never,Rarely,No,Tank,2327
6,21,159654,Student,Luxury,606,Yes,3,Weekly,Never,Yes,Direct Supply,12874
1,77,181075,Business,Luxury,2282,Yes,4,Never,Daily,No,Direct Supply,14397
2,20,113624,Salaried,Luxury,2662,Yes,1,Rarely,Weekly,No,Tank,9045
3,2,67525,Retired,Luxury,2457,No,3,Daily,Rarely,Yes,Well,5053
5,46,47557,Business,Luxury,1277,Yes,3,Weekly,Never,Yes,Tank,9371
7,37,54799,Salaried,Minimalist,596,No,1,Never,Rarely,Yes,Tank,3189
2,54,163421,Salaried,Minimalist,2718,No,3,Never,Weekly,No,Well,3739
2,63,162821,Salaried,Average,2947,No,3,Weekly,Rarely,Yes,Tank,9830
6,61,167895,Retired,Average,971,Yes,4,Never,Weekly,No,Tank,13829
2,52,162699,Retired,Luxury,833,No,1,Rarely,Never,Yes,Well,11140
6,23,75278,Student,Average,883,No,1,Never,Rarely,No,Well,14553
4,73,133543,Business,Average,2400,No,4,Daily,Rarely,No,Direct Supply,10563
3,48,154275,Salaried,Minimalist,1736,No,1,Weekly,Never,No,Direct Supply,11674
1,28,43492,Salaried,Luxury,839,Yes,3,Daily,Never,Yes,Direct Supply,4224
6,75,181588,Business,Average,2728,No,4,Never,Daily,Yes,Tank,14831
7,26,152804,Retired,Luxury,2955,Yes,4,Daily,Rarely,Yes,Direct Supply,3274
3,37,147399,Business,Minimalist,2268,Yes,3,Rarely,Never,No,Well,12817
5,42,165326,Student,Average,2801,Yes,3,Weekly,Daily,Yes,Direct Supply,4074
4,49,167960,Business,Minimalist,2069,No,3,Rarely,Never,No,Well,11799
7,1,123524,Business,Luxury,2702,Yes,3,Never,Weekly,Yes,Direct Supply,2168
2,30,54865,Retired,Minimalist,2381,Yes,2,Rarely,Daily,Yes,Tank,13201
6,33,67749,Salaried,Minimalist,1170,Yes,1,Rarely,Weekly,No,Tank,2770
7,66,167985,Salaried,Average,1690,No,1,Weekly,Daily,Yes,Tank,5270
2,69,133811,Retired,Average,2691,Yes,1,Never,Weekly,Yes,Tank,12793
3,78,198115,Salaried,Minimalist,1800,No,4,Weekly,Weekly,Yes,Tank,13398
4,55,136170,Salaried,Average,1484,No,3,Daily,Never,No,Direct Supply,2645
3,60,40534,Student,Minimalist,1290,Yes,2,Weekly,Weekly,No,Tank,7099
4,33,72753,Business,Minimalist,2662,No,3,Weekly,Never,Yes,Direct Supply,8064
5,3,191522,Salaried,Average,2855,Yes,4,Rarely,Never,Yes,Tank,2245
1,75,168394,Business,Luxury,1838,Yes,1,Daily,Weekly,Yes,Tank,10890
5,58,171927,Salaried,Luxury,2347,Yes,1,Weekly,Rarely,Yes,Direct Supply,3683
1,43,38443,Student,Luxury,1648,No,4,Rarely,Never,Yes,Well,8362
2,49,124311,Business,Minimalist,1350,No,3,Never,Weekly,Yes,Direct Supply,6575
7,7,84021,Salaried,Minimalist,1411,Yes,1,Rarely,Weekly,Yes,Direct Supply,3622
5,13,158473,Business,Average,2434,No,4,Never,Never,Yes,Direct Supply,9893
5,19,142694,Salaried,Minimalist,2731,Yes,1,Rarely,Never,No,Tank,11897
1,35,98505,Retired,Minimalist,2424,Yes,1,Weekly,Weekly,Yes,Well,3802
3,54,23798,Student,Minimalist,2189,No,1,Never,Weekly,No,Tank,10042
6,63,40454,Salaried,Luxury,2186,Yes,1,Daily,Weekly,Yes,Tank,12384
5,3,162557,Student,Minimalist,1320,No,1,Never,Daily,Yes,Well,6535
1,40,46352,Business,Luxury,1313,No,3,Daily,Rarely,Yes,Direct Supply,6934
6,19,167339,Student,Minimalist,1197,No,2,Never,Never,Yes,Tank,3831
7,2,71930,Business,Average,719,Yes,1,Daily,Rarely,Yes,Tank,12966
6,45,64042,Retired,Minimalist,1592,Yes,4,Never,Daily,No,Tank,10960
3,69,30740,Salaried,Minimalist,2346,No,4,Rarely,Never,Yes,Well,10299
3,43,78648,Retired,Luxury,1120,No,4,Rarely,Rarely,Yes,Direct Supply,14732
3,2,172059,Retired,Average,658,Yes,3,Never,Weekly,No,Direct Supply,8690
3,4,174927,Retired,Minimalist,1351,Yes,3,Daily,Rarely,Yes,Well,4263
1,30,21088,Business,Luxury,773,No,2,Never,Never,No,Well,3623
6,35,89206,Salaried,Luxury,2404,No,4,Daily,Rarely,No,Tank,2107
6,28,117758,Business,Average,1184,No,4,Weekly,Daily,Yes,Direct Supply,8191
1,13,60700,Student,Luxury,843,Yes,1,Never,Never,No,Direct Supply,6017
7,68,51318,Retired,Luxury,1491,No,3,Daily,Weekly,No,Direct Supply,5593
1,77,45309,Salaried,Average,1640,Yes,4,Weekly,Daily,Yes,Tank,9026
4,43,21023,Retired,Minimalist,665,Yes,3,Weekly,Never,No,Direct Supply,2265
4,78,139874,Business,Minimalist,2470,No,3,Rarely,Never,No,Well,7285
6,11,154104,Business,Luxury,502,Yes,1,Weekly,Never,Yes,Tank,4162
5,46,167828,Retired,Average,744,No,1,Rarely,Weekly,No,Tank,11791
6,4,20880,Business,Luxury,1058,Yes,2,Never,Never,No,Well,2987
7,14,163680,Business,Average,1483,Yes,1,Weekly,Rarely,Yes,Direct Supply,10943
6,77,85594,Student,Minimalist,576,Yes,4,Rarely,Rarely,No,Well,10370
6,67,95114,Student,Luxury,562,No,2,Daily,Daily,Yes,Well,5608
5,52,94088,Business,Minimalist,2627,Yes,4,Never,Weekly,No,Well,3276
7,60,105654,Business,Average,2123,No,3,Weekly,Daily,No,Direct Supply,5999
4,20,70844,Retired,Average,1877,Yes,1,Never,Weekly,Yes,Tank,14145
1,57,61358,Business,Luxury,2778,Yes,3,Rarely,Daily,No,Tank,4645
1,49,43429,Retired,Average,837,No,4,Rarely,Daily,No,Tank,4526
6,45,192359,Retired,Minimalist,1269,Yes,2,Never,Rarely,No,Tank,3156
4,79,108359,Salaried,Minimalist,1599,No,3,Daily,Weekly,No,Direct Supply,4973
7,16,59239,Student,Luxury,2045,Yes,4,Rarely,Weekly,No,Tank,6009
6,50,165355,Business,Luxury,1699,No,4,Rarely,Never,No,Well,8578
4,23,144297,Retired,Minimalist,2434,No,3,Weekly,Daily,No,Direct Supply,10593
5,68,183688,Salaried,Average,2679,No,2,Never,Daily,Yes,Tank,9764
5,12,175482,Student,Minimalist,1811,No,2,Rarely,Rarely,No,Tank,7438
7,13,136426,Salaried,Luxury,1127,No,3,Rarely,Rarely,Yes,Direct Supply,8618
6,55,185645,Student,Minimalist,2775,No,4,Never,Rarely,No,Direct Supply,10604
6,39,54210,Business,Average,2178,Yes,2,Never,Weekly,No,Tank,3100
1,62,140564,Retired,Minimalist,1460,Yes,3,Never,Weekly,Yes,Tank,6050
7,54,34923,Retired,Luxury,2139,Yes,2,Never,Weekly,Yes,Direct Supply,10197
