Number_of_people,Average_Age,Total_Income,Occupation,Lifestyle,House_Size,Presence_of_garden,Number_of_bathrooms,Dishwasher_usage,Washing_machine_usage,Swimming_pool,Water_storage,Water_footprint
5,88,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8228.291695793012
6,89,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,10957.469064294462
7,90,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11769.744679801255
8,91,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13759.333135796054
1,92,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3062.8168258400015
2,93,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4068.8658917044218
3,94,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5807.943580116389
4,95,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6396.888819702323
5,96,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8473.087969821272
6,97,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11023.154025030997
7,98,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11885.2226660202
8,99,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13923.185097433849
1,20,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3236.632281355966
2,21,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3943.5555872172717
3,22,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5395.882826611887
4,23,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6632.8703923837165
5,24,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8139.858049907674
6,25,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,10968.465135623908
7,26,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12098.21353635687
8,27,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13873.458018361505
1,28,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,2998.9631515696456
2,29,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4021.369531827906
3,30,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5735.017522852564
4,31,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6712.760219747889
5,32,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,7996.332128267398
6,33,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11100.23426976722
7,34,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11806.902527043545
8,35,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14189.214204968732
1,36,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3300.249577301158
2,37,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4049.976865996858
3,38,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5957.184485454992
4,39,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6804.383846652611
5,40,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8164.457833234512
6,41,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11025.295715280497
7,42,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11780.616436286417
8,43,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13962.0261293443
1,44,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,2990.5875232886187
2,45,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3942.9553521883504
3,46,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5574.774101094701
4,47,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6628.073185594323
5,48,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8044.310967643076
6,49,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11149.512890614997
7,50,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11966.131469292435
8,51,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14083.380002016533
1,52,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,2815.3413758536744
2,53,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3960.324392344903
3,54,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5749.972853340502
4,55,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6291.899521691357
5,56,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,7809.203440415983
6,57,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11155.706760114312
7,58,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12475.233062146734
8,59,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13853.149924026053
1,60,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3060.311429633498
2,61,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3639.185024317148
3,62,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5947.881409884958
4,63,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6579.224693487691
5,64,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8218.208752730003
6,65,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11215.642849944672
7,66,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12273.122818975315
8,67,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14175.640422152886
1,68,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3194.827196866317
2,69,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3573.446245397466
3,70,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5557.267200657669
4,71,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6770.092734396254
5,72,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8351.274416177846
6,73,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11150.902342362504
7,74,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12293.395897613957
8,75,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14111.756654923383
1,76,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3254.667194395873
2,77,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3862.617200103699
3,78,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5995.075312771884
4,79,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6677.901583983867
5,80,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8459.973390249714
6,81,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11002.828543730968
7,82,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11992.26041389345
8,83,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13631.955805268057
1,84,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3214.146811243217
2,85,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3679.3928830969508
3,86,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,6282.097079231722
4,87,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6488.081323147597
5,88,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8076.795933149138
6,89,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11243.449868626574
7,90,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12472.299821072482
8,91,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13777.775623684955
1,92,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3147.672928031171
2,93,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3913.451791446029
3,94,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5502.70471614457
4,95,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6644.152315465891
5,96,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8306.048533916917
6,97,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,10794.988716360462
7,98,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11940.269946986358
8,99,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14266.770484008757
1,20,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3166.282022510912
2,21,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4144.530845353631
3,22,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5562.847899861266
4,23,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6525.1215361223885
5,24,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8449.756318588705
6,25,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11227.421982683778
7,26,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11996.01967816086
8,27,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14103.059164128597
1,28,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3259.2943784559006
2,29,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3810.0314359150893
3,30,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5790.536561401647
4,31,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6546.829817147189
5,32,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8379.499862059836
6,33,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11044.477451233102
7,34,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12139.271997796664
8,35,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13797.975670643493
1,36,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3199.746823434721
2,37,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4215.582206132322
3,38,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5691.818581383228
4,39,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6630.54622475697
5,40,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,7807.002755268152
6,41,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11074.805063970516
7,42,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12254.96673437201
8,43,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14206.652002778228
1,44,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3040.6129140432004
2,45,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3853.3813761053275
3,46,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,6132.768030161078
4,47,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6629.86393863138
5,48,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8306.897288850052
6,49,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11000.012753996776
7,50,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11920.50230566847
8,51,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13930.45542021841
1,52,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3148.877415378101
2,53,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4071.8484788424043
3,54,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5601.307099510509
4,55,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6286.370769221603
5,56,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,7952.382503465005
6,57,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11047.052436493434
7,58,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11789.285867987031
8,59,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13944.050614619722
1,60,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3334.1518049755855
2,61,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3702.610394670451
3,62,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,6026.048655378415
4,63,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6610.422760623904
5,64,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8282.690080217626
6,65,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11303.811674773688
7,66,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11898.650987835708
8,67,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13618.856314807728
1,68,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3227.071856463458
2,69,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3931.0257243508668
3,70,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5642.350746288635
4,71,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6686.908843625807
5,72,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8027.9785401324425
6,73,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11072.772276279118
7,74,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12369.468955182225
8,75,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14370.933679059273
1,76,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,2748.9473032409196
2,77,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3907.8718827802495
3,78,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,6139.584559497318
4,79,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6406.140497942662
5,80,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8316.264927361988
6,81,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11025.822210609676
7,82,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11854.639295784058
8,83,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14083.560459362005
1,84,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3425.0156221133043
2,85,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4224.303579927332
3,86,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5687.029413645835
4,87,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6861.627312619057
5,88,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8078.9127753052935
6,89,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11107.91371484392
7,90,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11855.797670719734
8,91,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13798.082869256603
1,92,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3147.4527646639517
2,93,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3903.292655167416
3,94,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5602.65762585142
4,95,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6362.792913405119
5,96,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8033.257802032478
6,97,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11185.914420949144
7,98,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12273.570869841547
8,99,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13944.66482027729
1,20,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3432.320416567744
2,21,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4193.4786342164225
3,22,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5737.692496434833
4,23,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6501.287249084844
5,24,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8388.143663154184
6,25,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11139.49803343183
7,26,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12331.429491539908
8,27,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13893.88071634707
1,28,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3229.038243128048
2,29,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4260.244533635104
3,30,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5817.031638267028
4,31,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6619.914147334849
5,32,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8310.215118835653
6,33,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11061.990046300507
7,34,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12244.542310636421
8,35,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14168.664652270363
1,36,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3271.3141832257456
2,37,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4083.6493598334323
3,38,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5980.264727502688
4,39,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6539.994650165227
5,40,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,7839.652375066319
6,41,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11183.999258856857
7,42,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12009.750779221396
8,43,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13940.044481217443
1,44,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3116.4956961606717
2,45,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3810.721889600943
3,46,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5929.27579927674
4,47,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6980.4030927401645
5,48,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8236.121705687805
6,49,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11282.54608621332
7,50,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12013.442333240739
8,51,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13965.607140921282
1,52,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3183.4361840660085
2,53,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3713.017469548967
3,54,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5679.619440327294
4,55,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6547.102671686058
5,56,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8199.254487495464
6,57,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11352.495641732767
7,58,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12209.694912012632
8,59,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14293.937050434186
1,60,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3075.9489338957037
2,61,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3764.35089397755
3,62,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5930.440657395917
4,63,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6620.636591130645
5,64,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8148.343562544107
6,65,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11384.50846565507
7,66,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12079.036356375536
8,67,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13994.477269571275
1,68,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3184.22893291843
2,69,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3467.7588050623135
3,70,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5451.8973350591095
4,71,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6782.892622357848
5,72,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8521.083968254015
6,73,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11004.256391179802
7,74,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12385.449532048064
8,75,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14062.614401631736
1,76,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,2843.2123576907056
2,77,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4153.248696460656
3,78,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5656.455619270711
4,79,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6424.112330121061
5,80,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8391.034134166952
6,81,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11091.777778786938
7,82,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12048.158342111645
8,83,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14357.622122091134
1,84,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,2936.501774377868
2,85,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3827.637082607039
3,86,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5813.51059313247
4,87,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6426.389514932686
5,88,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8296.007298680308
6,89,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,10577.916803699809
7,90,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11994.408802424708
8,91,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13908.889792324842
1,92,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3113.5225994126963
2,93,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4032.969681688551
3,94,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5832.843014857834
4,95,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6622.421289021334
5,96,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8085.2637516048635
6,97,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11150.372953754555
7,98,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12053.690285636918
8,99,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14029.671804647682
1,20,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3497.131791337387
2,21,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3847.0934511268333
3,22,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5860.036634655007
4,23,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6500.221287739545
5,24,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8053.545914481997
6,25,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11116.725300311566
7,26,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12456.959241387793
8,27,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14252.252228101654
1,28,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3056.807904618565
2,29,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3903.3519002063863
